FOM,ticket_id,account_id,contract_id,ticket_creation_date,ticket_close_date,response_time,resolution_time,priority,ticket_subject,status,num_previous_tickets_same_subject
2022-12-01,ticket_3856,account_75,contract_8_3_6,2022-08-16,2022-11-13,1,89,Critical,issue_4,In Progress,2
2023-03-01,ticket_3856,account_75,contract_8_3_6,2022-08-16,2022-11-13,1,89,Critical,issue_4,In Progress,3
2023-04-01,ticket_3856,account_75,contract_8_3_6,2022-08-16,2022-11-13,1,89,Critical,issue_4,Resolved,4
2023-05-01,ticket_3856,account_75,contract_8_3_6,2022-08-16,2022-11-13,1,89,Critical,issue_4,Open,5
2025-04-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_1,Resolved,0
2025-07-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_1,In Progress,1
2024-12-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,,1,69,Critical,issue_2,In Progress,0
2025-01-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_2,Closed,1
2025-06-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_2,Pending,2
2025-02-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_3,In Progress,0
2025-03-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_3,Open,1
2024-11-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,,1,69,Critical,issue_4,Pending,0
2025-05-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_4,Resolved,1
2025-08-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_4,Pending,2
2025-09-01,ticket_2132,account_751,contract_58_1_5,2024-11-01,2025-01-09,1,69,Critical,issue_4,Pending,3
2026-08-01,ticket_5444,account_751,contract_58_2_1,2026-05-27,2026-08-21,1,86,High,issue_1,In Progress,0
2026-06-01,ticket_5444,account_751,contract_58_2_1,2026-05-27,,1,86,High,issue_2,Pending,0
2026-07-01,ticket_5444,account_751,contract_58_2_1,2026-05-27,,1,86,High,issue_2,Closed,1
2026-09-01,ticket_5444,account_751,contract_58_2_1,2026-05-27,2026-08-21,1,86,High,issue_3,Closed,0
2026-04-01,ticket_5316,account_752,contract_58_2_2,2026-03-27,2026-04-26,1,30,Critical,issue_2,Pending,0
2026-06-01,ticket_5316,account_752,contract_58_2_2,2026-03-27,2026-04-26,1,30,Critical,issue_2,Pending,1
2026-07-01,ticket_5316,account_752,contract_58_2_2,2026-03-27,2026-04-26,1,30,Critical,issue_3,Resolved,0
2026-08-01,ticket_5316,account_752,contract_58_2_2,2026-03-27,2026-04-26,1,30,Critical,issue_3,Open,1
2026-09-01,ticket_5316,account_752,contract_58_2_2,2026-03-27,2026-04-26,1,30,Critical,issue_3,Closed,2
2026-05-01,ticket_5316,account_752,contract_58_2_2,2026-03-27,2026-04-26,1,30,Critical,issue_4,Pending,0
2024-12-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,,4,69,High,issue_1,In Progress,0
2025-03-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_1,In Progress,1
2025-06-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_1,Pending,2
2025-02-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,,1,69,High,issue_1,Resolved,3
2025-01-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_2,Closed,0
2025-09-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_2,Resolved,1
2025-05-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_2,Open,2
2025-06-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_2,In Progress,3
2025-09-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_2,In Progress,4
2024-11-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,,4,69,High,issue_3,Resolved,0
2025-04-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_3,Pending,1
2025-04-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_3,In Progress,2
2025-08-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_3,Open,3
2025-02-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_4,Closed,0
2025-05-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_4,In Progress,1
2025-07-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_4,Pending,2
2025-08-01,ticket_6581,account_753,contract_58_1_7,2024-10-30,2025-01-07,4,69,High,issue_4,In Progress,3
2025-03-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_4,Open,4
2025-07-01,ticket_8984,account_753,contract_58_1_7,2025-01-10,2025-03-20,1,69,High,issue_4,In Progress,5
2025-03-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,,1,75,Medium,issue_1,Open,0
2025-05-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,2025-05-15,1,75,Medium,issue_1,Open,1
2025-06-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,2025-05-15,1,75,Medium,issue_1,Open,2
2025-07-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,2025-05-15,1,75,Medium,issue_1,Resolved,3
2025-08-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,2025-05-15,1,75,Medium,issue_1,Closed,4
2025-09-01,ticket_5254,account_756,contract_59_1_3,2025-07-04,2025-09-07,5,65,Low,issue_1,Resolved,5
2025-10-01,ticket_5254,account_756,contract_59_1_3,2025-07-04,2025-09-07,5,65,Low,issue_1,In Progress,6
2025-09-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,2025-05-15,1,75,Medium,issue_2,In Progress,0
2025-10-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,2025-05-15,1,75,Medium,issue_2,Open,1
2025-04-01,ticket_2989,account_756,contract_59_1_3,2025-03-01,,1,75,Medium,issue_3,Pending,0
2025-08-01,ticket_5254,account_756,contract_59_1_3,2025-07-04,,5,65,Low,issue_3,Closed,1
2025-01-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_1,Closed,0
2025-05-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_1,Open,1
2025-07-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_1,Closed,2
2025-08-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_1,In Progress,3
2025-10-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_1,Resolved,4
2025-10-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_1,Pending,5
2025-05-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_1,Closed,6
2024-12-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,,1,57,High,issue_2,In Progress,0
2025-02-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_2,Closed,1
2025-03-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_2,Pending,2
2025-04-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_2,Resolved,3
2025-02-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_2,Resolved,4
2025-03-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_2,Open,5
2025-05-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_2,Open,6
2025-07-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_2,Resolved,7
2025-07-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_2,Resolved,8
2025-10-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_2,Closed,9
2025-06-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_3,Resolved,0
2025-09-01,ticket_7680,account_758,contract_59_1_5,2024-11-16,2025-01-12,1,57,High,issue_3,Resolved,1
2025-09-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_3,Closed,2
2025-04-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_3,Pending,3
2025-08-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_3,Pending,4
2025-09-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_3,Closed,5
2025-01-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_4,Pending,0
2025-04-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_4,In Progress,1
2025-06-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_4,In Progress,2
2025-08-01,ticket_3414,account_758,contract_59_1_5,2024-12-27,2025-01-23,7,27,Medium,issue_4,Pending,3
2025-06-01,ticket_9399,account_758,contract_59_1_5,2025-03-25,2025-04-30,14,36,Low,issue_4,In Progress,4
2026-03-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_1,Resolved,0
2026-08-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_1,In Progress,1
2026-06-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_2,Resolved,0
2026-04-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_3,In Progress,0
2026-07-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_3,Pending,1
2026-10-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_3,Pending,2
2026-01-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_4,In Progress,0
2026-02-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_4,In Progress,1
2026-05-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_4,Resolved,2
2026-09-01,ticket_2707,account_758,contract_59_2_2,2025-12-25,2026-01-30,11,36,Low,issue_4,Open,3
2025-01-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,,19,83,Low,issue_1,In Progress,0
2025-04-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_1,Resolved,1
2025-05-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_1,In Progress,2
2025-06-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_1,Resolved,3
2025-08-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_1,In Progress,4
2025-09-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_1,In Progress,5
2025-02-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_2,Closed,0
2025-07-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_2,Resolved,1
2025-03-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_4,In Progress,0
2025-10-01,ticket_6504,account_759,contract_59_1_6,2024-12-05,2025-02-26,19,83,Low,issue_4,In Progress,1
2026-03-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_1,Closed,0
2026-02-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_2,Resolved,0
2026-05-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_3,In Progress,0
2026-07-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_3,In Progress,1
2026-08-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_3,In Progress,2
2026-10-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_3,Resolved,3
2026-04-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_4,Closed,0
2026-06-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_4,In Progress,1
2026-09-01,ticket_2273,account_759,contract_59_2_3,2026-01-27,2026-02-26,1,30,Critical,issue_4,Resolved,2
2021-06-01,ticket_3543,account_76,contract_8_1_12,2021-03-25,2021-04-18,19,24,Low,issue_1,Open,0
2021-04-01,ticket_3543,account_76,contract_8_1_12,2021-03-25,2021-04-18,19,24,Low,issue_2,Resolved,0
2021-05-01,ticket_3543,account_76,contract_8_1_12,2021-03-25,2021-04-18,19,24,Low,issue_2,In Progress,1
2021-07-01,ticket_3543,account_76,contract_8_1_12,2021-03-25,2021-04-18,19,24,Low,issue_2,Pending,2
2024-06-01,ticket_9274,account_76,contract_8_4_4,2024-05-05,2024-05-26,3,21,Low,issue_3,Resolved,0
2024-07-01,ticket_9274,account_76,contract_8_4_4,2024-05-05,2024-05-26,3,21,Low,issue_3,Open,1
2025-01-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_2,In Progress,0
2025-03-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_2,In Progress,1
2025-04-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_2,Pending,2
2025-05-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_3,In Progress,0
2025-02-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_4,Pending,0
2025-06-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_4,Pending,1
2025-07-01,ticket_8188,account_76,contract_8_5_1,2024-12-02,2024-12-08,1,6,Critical,issue_4,Closed,2
2025-06-01,ticket_8178,account_76,contract_8_5_1,2025-05-29,2025-05-31,1,2,Critical,issue_4,In Progress,3
2025-07-01,ticket_8178,account_76,contract_8_5_1,2025-05-29,2025-05-31,1,2,Critical,issue_4,Pending,4
2025-04-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_1,Closed,0
2025-09-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_1,Open,1
2025-10-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_1,In Progress,2
2025-09-01,ticket_5197,account_762,contract_60_1_3,2025-05-06,2025-07-30,4,85,High,issue_1,Pending,3
2025-02-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,,1,87,Critical,issue_2,Resolved,0
2025-05-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_2,Closed,1
2025-06-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_2,In Progress,2
2025-11-01,ticket_5197,account_762,contract_60_1_3,2025-05-06,2025-07-30,4,85,High,issue_2,Pending,3
2025-03-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_3,In Progress,0
2025-07-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_3,Closed,1
2025-11-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_3,Closed,2
2025-06-01,ticket_5197,account_762,contract_60_1_3,2025-05-06,,4,85,High,issue_3,In Progress,3
2025-07-01,ticket_5197,account_762,contract_60_1_3,2025-05-06,2025-07-30,4,85,High,issue_3,Pending,4
2025-08-01,ticket_5197,account_762,contract_60_1_3,2025-05-06,2025-07-30,4,85,High,issue_3,In Progress,5
2025-01-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,,1,87,Critical,issue_4,Open,0
2025-08-01,ticket_1119,account_762,contract_60_1_3,2024-12-22,2025-03-19,1,87,Critical,issue_4,In Progress,1
2025-10-01,ticket_5197,account_762,contract_60_1_3,2025-05-06,2025-07-30,4,85,High,issue_4,Resolved,2
2025-11-01,ticket_9733,account_763,contract_60_1_4,2025-08-11,2025-09-13,18,33,Low,issue_1,In Progress,0
2025-06-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,,4,85,Medium,issue_2,Open,0
2025-07-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,2025-07-22,4,85,Medium,issue_2,Pending,1
2025-08-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,2025-07-22,4,85,Medium,issue_2,Resolved,2
2025-09-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,2025-07-22,4,85,Medium,issue_2,Resolved,3
2025-10-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,2025-07-22,4,85,Medium,issue_2,Resolved,4
2025-10-01,ticket_9733,account_763,contract_60_1_4,2025-08-11,2025-09-13,18,33,Low,issue_2,Pending,5
2025-11-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,2025-07-22,4,85,Medium,issue_3,In Progress,0
2025-09-01,ticket_9733,account_763,contract_60_1_4,2025-08-11,2025-09-13,18,33,Low,issue_3,In Progress,1
2025-05-01,ticket_4545,account_763,contract_60_1_4,2025-04-28,,4,85,Medium,issue_4,Closed,0
2025-11-01,ticket_3300,account_763,contract_60_1_4,2025-10-29,2025-11-28,1,30,Critical,issue_4,Open,1
2025-06-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_1,Pending,0
2025-07-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_1,Pending,1
2025-04-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_2,In Progress,0
2025-08-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_2,Pending,1
2025-03-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,,8,68,Medium,issue_3,In Progress,0
2025-05-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_3,Pending,1
2025-09-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_3,Pending,2
2025-10-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_4,In Progress,0
2025-11-01,ticket_3311,account_764,contract_60_1_5,2025-02-20,2025-04-29,8,68,Medium,issue_4,Open,1
2025-12-01,ticket_3866,account_766,contract_61_1_1,2025-09-12,2025-11-26,7,75,Low,issue_2,Resolved,0
2025-11-01,ticket_3866,account_766,contract_61_1_1,2025-09-12,2025-11-26,7,75,Low,issue_3,Open,0
2025-10-01,ticket_3866,account_766,contract_61_1_1,2025-09-12,,7,75,Low,issue_4,Pending,0
2025-08-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_1,In Progress,0
2025-10-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_2,Closed,0
2025-06-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_3,In Progress,0
2025-07-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_3,In Progress,1
2025-09-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_4,Open,0
2025-11-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_4,Open,1
2025-12-01,ticket_8207,account_768,contract_61_1_3,2025-05-11,2025-06-25,1,45,Medium,issue_4,Open,2
2025-09-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_1,Pending,0
2025-11-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_1,In Progress,1
2025-12-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_1,In Progress,2
2025-07-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_2,Resolved,0
2025-08-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_2,In Progress,1
2025-11-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_2,Closed,2
2025-10-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_3,Resolved,0
2025-06-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_3,Pending,1
2025-04-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,,5,70,Low,issue_4,In Progress,0
2025-05-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_4,In Progress,1
2025-06-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_4,In Progress,2
2025-07-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_4,Open,3
2025-08-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_4,Resolved,4
2025-12-01,ticket_3067,account_769,contract_61_1_4,2025-03-04,2025-05-13,5,70,Low,issue_4,Pending,5
2025-05-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_4,In Progress,6
2025-09-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_4,Pending,7
2025-10-01,ticket_6870,account_769,contract_61_1_4,2025-04-24,2025-05-29,5,35,Low,issue_4,Pending,8
2020-11-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_1,Pending,0
2021-01-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_1,In Progress,1
2021-02-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_1,Resolved,2
2021-07-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_1,Pending,3
2021-08-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_1,Resolved,4
2020-11-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_1,Resolved,5
2020-12-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_1,In Progress,6
2021-01-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_1,In Progress,7
2021-07-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_1,Resolved,8
2020-10-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,,1,58,Critical,issue_2,Pending,0
2020-12-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_2,In Progress,1
2021-06-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_2,Resolved,2
2021-02-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_2,Open,3
2021-03-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_3,In Progress,0
2021-04-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_3,Pending,1
2021-06-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_3,Resolved,2
2021-08-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_3,Closed,3
2021-05-01,ticket_7111,account_77,contract_9_1_1,2020-09-24,2020-11-21,1,58,Critical,issue_4,In Progress,0
2021-03-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_4,Pending,1
2021-04-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_4,In Progress,2
2021-05-01,ticket_8441,account_77,contract_9_1_1,2020-10-28,2020-11-23,15,26,Low,issue_4,Open,3
2025-09-01,ticket_3683,account_770,contract_61_1_5,2025-06-18,2025-08-24,7,67,Medium,issue_1,In Progress,0
2025-07-01,ticket_3683,account_770,contract_61_1_5,2025-06-18,,7,67,Medium,issue_2,In Progress,0
2025-10-01,ticket_3683,account_770,contract_61_1_5,2025-06-18,2025-08-24,7,67,Medium,issue_2,In Progress,1
2025-11-01,ticket_3683,account_770,contract_61_1_5,2025-06-18,2025-08-24,7,67,Medium,issue_3,Resolved,0
2025-12-01,ticket_3683,account_770,contract_61_1_5,2025-06-18,2025-08-24,7,67,Medium,issue_3,Open,1
2025-08-01,ticket_3683,account_770,contract_61_1_5,2025-06-18,2025-08-24,7,67,Medium,issue_4,In Progress,0
2025-03-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_1,Resolved,0
2025-11-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_1,In Progress,1
2025-02-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,,6,33,Low,issue_1,Pending,2
2025-03-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_1,Pending,3
2025-04-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_1,Resolved,4
2025-12-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_1,Pending,5
2025-02-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_2,Resolved,0
2025-06-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_2,Open,1
2025-09-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_2,Resolved,2
2025-06-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_2,Resolved,3
2025-09-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_2,Pending,4
2025-11-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_2,In Progress,5
2025-05-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_3,Resolved,0
2025-07-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_3,Open,1
2025-10-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_3,In Progress,2
2025-12-01,ticket_7568,account_771,contract_61_1_6,2025-01-28,2025-02-09,3,12,Medium,issue_3,Closed,3
2025-08-01,ticket_9870,account_771,contract_61_1_6,2025-01-28,2025-03-02,6,33,Low,issue_3,Open,4
